x,y,node_id
8730612.8,1947589.9,306
8732277.2,1947845.4,307
8731602.7,1947836.0,308
8731622.1,1947871.7,309
8731622.6,1947836.3,310
8731526.7,1947835.4,311
8731620.6,1947943.8,312
8732344.4,1947846.5,313
8731012.0,1947801.5,314
8731255.3,1947878.2,315
8731248.0,1947804.7,316
8731254.6,1947931.7,317
8730928.2,1947800.8,318
8730528.0,1947794.9,319
8730446.6,1947793.6,320
8729973.4,1947786.5,321
8730641.2,1947869.4,322
8730641.4,1947796.6,323
8730641.3,1947922.9,324
8729845.3,1947784.9,325
8728880.1,1947770.4,326
8729863.9,1947785.2,327
8729897.0,1947785.7,328
8730175.3,1947861.5,329
8730176.7,1947789.5,330
8730024.7,1947859.9,331
8730025.7,1947787.2,332
8729986.8,1948053.0,333
8729987.1,1948034.3,334
8730423.3,1947937.9,335
8730098.2,1947938.6,336
8730010.3,1947939.6,337
8730174.4,1947928.3,338
8730889.9,1947944.1,339
8730531.5,1947940.6,340
8730641.4,1947938.3,341
8731061.0,1947945.3,342
8731254.1,1947953.5,343
8731504.9,1947957.7,344
8732874.4,1947854.3,345
8732581.7,1947850.0,346
8732564.8,1947849.7,347
8732977.8,1947855.6,348
8733126.6,1947841.7,349
8728706.6,1947767.1,350
8728064.3,1947759.0,351
8728382.0,1947502.3,352
8728378.0,1947762.9,353
8728768.5,1947331.5,354
8728429.5,1947327.3,355
8728409.4,1947327.1,356
8728382.2,1947481.5,357
8732274.0,1947953.9,358
8732138.9,1947952.2,359
8732091.5,1947951.6,360
8731866.7,1947948.3,361
8731819.3,1947947.8,362
8731677.8,1947946.0,363
8731616.0,1948066.5,364
8731625.3,1947945.2,365
8731620.5,1947945.2,366
8731610.6,1948353.9,367
8731612.9,1948218.5,368
8731614.6,1948116.6,369
8731615.4,1948083.3,370
8729123.9,1987887.5,371
8729334.9,1987830.1,372
8728550.6,1987992.5,373
8729029.5,1987937.2,374
8749474.9,1956333.5,375
8750503.8,1956805.0,376
8729116.9,1965385.2,377
8729117.2,1965377.8,378
8729117.5,1965370.2,379
8729322.4,1965022.7,380
8729313.6,1965001.1,381
8729310.9,1964994.2,382
8736208.3,1974706.5,383
8743564.9,1965793.3,384
8743471.5,1965565.4,385
8743183.1,1966128.9,386
8743283.1,1966059.6,387
8728010.0,1947887.8,388
8728003.5,1948440.7,389
8728002.7,1948487.7,390
8728065.9,1948671.6,391
8748185.5,1954757.9,392
8748258.3,1954767.9,393
8748280.0,1954770.9,394
8740093.8,1969256.8,395
8740058.7,1969364.4,396
8740120.6,1969158.3,397
8740117.8,1969193.9,398
8745862.9,1987818.9,399
8745858.2,1987830.1,400
8745894.7,1988019.4,401
8722817.4,1968442.6,402
8723120.2,1967498.5,403
8720910.4,1967761.4,404
8721949.9,1967612.6,405
8723263.6,1968169.8,406
8722872.1,1968425.5,407
8728843.6,1965757.1,408
8728998.8,1965632.4,409
8729012.2,1965629.1,410
8748489.1,1955348.4,411
8748490.5,1955352.0,412
8748514.2,1955413.8,413
8748515.9,1955418.2,414
8722268.0,1967617.4,415
8722875.4,1967515.6,416
8722229.2,1967599.2,417
8728862.8,1980213.9,418
8728982.3,1979691.8,419
8748615.3,1955870.6,420
8733696.6,1974650.0,421
8703438.2,1969966.9,422
8721995.9,1967566.3,423
8747679.1,1968650.0,424
8747917.9,1968671.3,425
8747682.6,1968661.4,426
8729361.2,1976791.6,427
8729478.9,1976374.8,428
8729259.9,1976772.6,429
8729352.4,1976800.7,430
8726424.9,1971926.8,431
8726401.9,1971617.2,432
8749429.1,1965999.3,433
8754741.4,1965157.2,434
8747272.0,1965885.6,435
8747214.8,1966176.0,436
8731795.3,1961643.5,437
8732038.2,1961604.6,438
8732045.7,1961612.6,439
8732149.2,1961622.4,440
8732854.1,1962256.2,441
8733160.4,1962783.2,442
8737419.5,1945403.3,443
8737067.7,1945172.2,444
8735918.2,1944364.7,445
8735571.5,1943889.9,446
8736512.5,1945048.9,447
8736520.7,1945057.0,448
8737055.8,1945175.2,449
8737589.8,1945715.6,450
8737420.5,1945415.7,451
8749829.5,1949786.0,452
8749598.9,1949714.7,453
8709460.7,1977527.4,454
8709608.2,1975776.0,455
8740051.8,1969397.3,456
8740068.3,1969510.6,457
8740182.0,1969775.8,458
8740231.6,1969865.3,459
8738112.5,1976542.4,460
8738090.9,1976459.8,461
