node_id,land_type,area_m2
117,park,977.6686850433446
117,park,2940.8951601302674
117,park,975.901865509157
117,park,10566.748120538257
117,park,104.06270955514658
128,park,3055.0698234520455
226,park,1610.0191441173051
227,park,2226.3763578849034
25,park,4023.511408456462
26,park,1266.956632758746
24,park,2155.1616045519227
24,park,1158.2697364888577
99,park,2875.613857764107
99,park,3352.409393653616
99,park,517.5948423130073
99,park,2877.6828071840164
100,park,4766.16363388863
65,park,466.05664059850153
65,park,1719.9287459175225
226,park,1358.9771459964986
226,park,800.8603760882745
97,park,1003.514120405003
97,park,6180.0218822703955
98,park,5819.58562589764
29,park,2681.833523346045
29,park,361.3664314101611
62,park,1119.2463188693332
24,park,1295.4037858533966
8,park,3108.6551375183985
178,park,2148.123084421106
178,park,3588.680557649691
178,park,7781.287429530439
18,park,1854.2415209474796
18,park,1383.009524613422
18,park,390.47100187807945
18,park,2447.969524742566
178,park,1661.2015166598276
178,park,1807.3704721129836
178,park,7516.006136339646
178,park,1050.2265083924583
178,park,2039.67034047772
184,park,4703.347552815889
184,park,18218.95326560966
2,park,7508.501224920659
31,park,1958.903372600935
31,park,2157.16840658254
31,park,4347.822453766198
31,park,2703.1506194098893
31,park,1255.5346554089065
2,park,6494.943733295373
2,park,1710.5587221434394
2,park,7254.203902105532
2,park,1441.9924345304532
2,park,1580.8556095469985
0,park,1679.5816887802469
64,park,6425.021341414066
12,park,1408.3144988936583
178,park,508.9897213476902
178,park,2304.9985497107746
244,park,271.17692323606883
18,park,1445.474180375933
178,park,1648.6674084211322
178,park,699.6027942488606
18,park,683.8851827901365
8,park,2118.4703717427296
8,park,5903.752381590135
16,park,1195.6564899730115
11,park,2357.188593125108
11,park,16962.18975782846
201,park,968.9153766274111
201,park,177.2310295024893
201,park,97.10819592448861
201,park,2371.132104093503
44,park,8029.568191691075
160,park,2366.7453806898493
160,park,4652.444747185567
201,park,737.75048443477
201,park,719.2928349451856
201,park,543.4028312342542
157,park,1815.5233743702192
157,park,1214.5380911766592
64,park,3748.81378836024
18,park,3285.8046527348606
178,park,4405.0826893173025
178,park,859.1792851684887
178,park,1617.2440130107852
2,park,668.8363383300698
2,park,1647.6874081415388
207,forest,8901.44579269993
207,park,2427.4670460982497
207,park,2216.510247122058
207,park,887.5860680157948
207,park,6553.287089027809
207,park,2791.4151626057023
207,park,2124.4755357812633
207,park,2501.1178090411468
31,park,1699.892602004008
31,park,1593.3097301075577
31,park,460.13391571118166
30,park,1104.7956704051678
30,park,1114.6535967640373
30,park,1789.1041706682804
30,park,1800.992120957539
236,park,1524.1625427758377
236,park,2076.9557610552474
30,park,5290.33984274339
2,park,884.7966487587572
2,park,1587.5439488480908
19,park,1573.5488707340874
72,park,441.20525538781845
72,park,1612.100354722206
35,park,2472.519478339396
35,park,1261.4948487242814
35,park,1398.8613326372367
41,park,1211.3502997539176
18,industrial,50774.41910718719
146,residential,22294.18678482904
120,water,10225.839505664533
120,water,33500.48228604422
165,park,1841.5250670138084
126,park,5745.388407607311
147,residential,61126.2150183233
205,residential,24012.494730930594
127,park,1216.1520538884522
232,residential,36662.3324432978
227,residential,41442.691599960526
95,residential,16973.403470854464
232,residential,12710.679024687222
146,residential,9433.279118523647
226,residential,410416.27686880104
61,residential,59160.21767461352
121,residential,17689.611173569894
201,residential,107087.63205055693
147,park,66906.29000885526
147,park,2223.488224742544
147,park,1627.9322946789957
147,park,2468.7655907178214
147,park,2145.0254938523976
147,residential,40701.64365273561
26,park,3735.5448266837525
25,park,368.35783107779247
123,water,257689.53047611046
123,water,409071.4547277312
123,water,121579.3212212167
123,water,139588.33564866224
123,water,73519.88552684577
26,water,148.97043226640196
88,park,306.8656885086153
68,residential,30332.319511672828
68,residential,49302.78319413146
88,residential,86185.98679879325
121,water,399.71318677032576
121,park,1287.335995316911
121,park,573.398313487921
121,park,233.0124567060146
121,park,255.06674867566142
121,park,242.31158543710657
121,park,227.69922911018415
121,park,12196.754299587075
226,forest,878867.4134013122
226,forest,1795267.3160818955
121,park,3797.1088157405907
10,park,802.1063843163417
10,park,859.8801595866076
10,park,6452.893278499484
10,park,11821.350828064751
16,park,298.9902287113596
10,park,440.4594070095135
10,park,1187.6159988705363
10,park,955.6003333871363
10,water,87.06480429182399
16,commercial,7919.95949663327
10,park,3056.329050990207
120,park,198.91167621757876
226,park,336.5322520942086
62,park,1361.316169924571
127,park,426.1481291942209
125,park,6152.956714031778
178,park,870.6288811194509
95,park,303.2947325314947
147,park,1307.6600338407595
147,park,345.2353309801661
147,park,688.68165194166
147,park,299.25707325325226
97,park,7908.71754802143
97,park,15465.275379804392
117,park,340.85536916599943
121,park,768.9769987849362
2,park,381.1839604606607
232,park,2976.436692860132
127,residential,25537.21248726046
126,residential,146039.27489540365
178,park,226.33965547943365
178,park,1292.8707147935816
178,park,252.30243329742996
9,park,2123.815241867129
226,forest,1827.3442488546993
120,residential,17862.956529851108
207,park,6583.492975971842
207,park,214.2218549455813
157,water,233.91580257106597
35,water,9979.932464951029
13,water,19334.10513172182
114,commercial,164.73443907985097
243,park,140.6668501496226
7,residential,550.9637745464411
243,residential,641.3436734060476
243,park,252.08259310075772
7,residential,528.4369466240503
117,residential,4585.730089057995
117,residential,73325.4749256561
0,residential,436049.9701748135
47,residential,207462.36627360724
47,residential,23241.29794496933
64,residential,4464239.5388373155
239,residential,201273.2317435275
238,residential,70925.17406888324
64,residential,500839.5786366511
64,residential,1627467.5601236322
157,residential,36132.32357053693
64,residential,65517.48867120394
157,residential,144308.62852255622
157,residential,156091.54740951542
121,residential,77019.07847647295
129,park,6725.438878245381
0,residential,42892.32893505192
0,residential,64930.73545205456
0,residential,538052.1249394725
0,residential,701619.3141055385
64,residential,3112043.5159107833
157,residential,92978.48702217801
64,residential,202163.65245841586
48,residential,45947.87601974516
48,residential,199728.16141332925
48,residential,31517.67570861614
168,forest,19283.943847989605
53,residential,438216.75171026174
188,residential,83387.1901043609
188,residential,228172.65375346932
48,residential,751317.2230240665
48,residential,31702.540035621085
48,residential,60159.81924023209
73,residential,91529.99405061423
48,residential,139971.19243529724
48,residential,219435.37294219396
48,residential,400570.7245011792
48,residential,361731.85729240894
1,residential,864925.3480029023
48,commercial,3775.6370155702134
32,residential,53310.71192490285
32,residential,126569.62560313409
32,residential,167278.83773746848
88,residential,101634.07012511195
48,residential,449995.0294019579
32,residential,535470.6832022024
46,residential,1360544.1650166148
32,residential,1415.439013888415
96,residential,21639.28856208993
35,residential,296997.43009805604
201,residential,150107.91079207975
35,residential,162173.42573902264
35,residential,353533.5278286948
201,residential,336715.5357352781
35,residential,25157.382719151603
96,residential,1278620.3724709242
96,residential,243815.02718733106
239,residential,98957.15658861578
201,residential,559971.1318018857
95,residential,15596.7970279195
201,residential,422837.9616969669
95,residential,389813.3540244072
239,residential,4136.529174065068
202,residential,1662279.0630522976
124,residential,27531.266092192596
117,commercial,6204.05155043062
129,residential,68787.22284185205
7,residential,498801.0809075498
88,residential,194945.5429652188
7,residential,291101.82049192913
88,residential,11257.630542554845
7,residential,112889.62954756734
6,residential,574300.0669095356
8,commercial,42271.54191511418
8,residential,56843.03573653169
8,residential,74099.7462746412
8,residential,25119.68346989007
8,commercial,29070.197369666723
117,water,180.60764803225035
32,park,19.279019906748722
207,park,13439.500384834988
207,water,49273.836471844465
208,water,54259.5600206943
207,park,9381.839254949537
207,park,2124.5308471305725
12,water,225.67723550067723
13,water,1104.7690881366852
32,residential,1618.8194897347792
32,residential,22637.728026104553
32,residential,24807.475204952505
32,residential,6432.714118240393
32,residential,11639.245190217272
32,residential,557898.8842063912
5,park,2268.0351149939024
99,park,305.31202873737493
208,park,2035.0014305478333
160,water,1740.040371441266
207,park,1998.4240682442191
31,park,1394.7642370078804
157,park,1469.105074684404
18,park,10601.59925474881
18,park,3869.669483068814
18,water,202.39080610904142
18,water,1038.1149607409811
114,park,2309.0527091642393
26,water,9571.309903204059
18,park,864.0549420787651
18,park,3195.2106495321696
18,park,3847.1825272468054
88,park,133570.01950374516
232,park,2153.0504484316316
30,park,340.8444866743535
26,park,4956.041644481376
61,water,196497.84549309002
18,residential,49963.993548204824
95,commercial,6621.770429185174
190,residential,45454.350585414104
30,commercial,620.2183053641779
2,park,22052.68893449829
127,park,10342.675588040078
117,park,7850.700463573974
202,water,1773.8900390752149
202,water,245.23013470157636
202,water,123.54943372094667
202,park,4402.952632023965
8,commercial,16383.650218242508
238,park,4960.170250320223
232,commercial,89158.00266620696
233,residential,79221.44074518715
205,industrial,573347.616643371
201,park,18016.10919473144
201,residential,62372.92325086311
201,residential,17148.0628018305
11,park,10825.440052370956
11,water,946.6750788714119
11,water,1598.288534528552
201,residential,38856.809870696554
201,park,8077.320474141344
95,commercial,816.3046768953162
233,commercial,34475.95381160967
244,water,229715.88733126773
201,residential,74471.63063900771
126,park,1589.4570074370433
147,park,69421.07953872278
233,park,55698.4604674669
146,park,2977.6386128644854
146,park,3162.869378291043
96,water,3419.025982428389
95,park,131723.83324009922
201,water,21056.911464907156
233,commercial,77556.26300552001
201,residential,160050.33464801832
227,park,8401.449358322488
114,residential,11133.428751552263
9,residential,31726.594473209287
9,residential,51051.844458185114
9,residential,117029.1460491564
113,residential,78626.4024407758
66,residential,83282.09294147952
65,residential,60513.95762176219
65,residential,2979.496702074929
17,residential,100509.03569172288
50,residential,36439.29847358946
17,residential,130724.15514536062
52,residential,40811.16729905173
115,residential,173232.2702662622
52,residential,1721.3718171548398
52,residential,215851.8947727594
51,forest,9564.032571040261
69,residential,41065.78647404955
69,residential,161770.2984783273
69,residential,26690.56772071193
33,residential,146728.0727092592
33,residential,85150.55253316679
32,residential,29936.63443772651
33,residential,90155.8000718437
52,residential,122592.40494590947
17,residential,6363.72280471462
52,commercial,42143.93092149112
52,residential,3873.2115915997583
52,residential,2076.9204497223122
52,residential,16623.241244256937
146,park,914.9122559593736
25,park,296.413258710072
146,forest,122764.41937269877
232,park,4184.17681458758
233,commercial,4985.431492750864
184,water,103327.98346262575
207,water,141.35657486726456
143,commercial,4702.2384828776285
7,residential,8965.010291995
178,park,1290.526906625177
178,forest,6896.974941838251
178,park,4293.737907179827
178,park,6556.543945219555
41,park,4448.689887244412
48,park,1905.6735674925314
19,commercial,1541.2684840259062
226,park,1613.892919722772
97,residential,22457.850461770195
29,residential,4217.428944147297
126,water,8838.159912784291
117,residential,1748.1850103870156
85,forest,3281.4123573801908
85,forest,2174.2357749652883
85,forest,1673.316208154046
85,forest,1296.9365868573898
85,forest,898.3131528930678
85,forest,1981.3823745422546
124,park,481.3193197607541
85,water,111.00101714656877
2,park,2498.6439513942255
229,residential,117.22738783435155
2,commercial,151.45522759128622
230,residential,462.8622263479373
230,residential,268.8833413633719
147,residential,89953.53905876413
153,park,685.0829809270773
153,residential,53457.98579596392
232,park,1144.588780080917
5,residential,47999.7259620847
117,residential,83296.02374217875
184,water,1516.6067058527794
186,residential,35102.13360327567
201,residential,17053.58454304834
98,residential,12848.367668061257
61,residential,99535.12456693062
61,residential,112436.01041436076
25,residential,44695.56992083748
233,commercial,3521.9925000388184
190,park,47460.91509073194
232,park,1452.2014159377536
146,residential,58573.74387392424
232,residential,10592.672043521252
226,residential,20973.136485421852
232,residential,12403.598542968944
232,residential,10599.431102714901
119,residential,17074.433958608737
160,residential,12359.787395029176
120,residential,74887.45702939847
146,residential,46023.81595999943
127,residential,98902.9715053375
233,residential,8768.329672256765
120,residential,63422.498715746064
221,residential,87915.35065073075
233,residential,22962.817996099922
232,residential,7509.846527245829
61,residential,37417.01210671525
186,residential,66682.49289163463
117,residential,71676.78099889046
18,residential,15550.512591098784
178,residential,57885.65965194069
127,residential,27159.920665186262
127,residential,14209.318283139939
146,residential,16241.078387350624
232,residential,3520.8138990327047
124,residential,29674.080258599904
62,residential,30234.105057444718
117,residential,21846.7483136947
98,residential,17139.267067300374
127,residential,32955.24072838581
178,residential,32719.216204025237
2,commercial,14375.432142907188
153,park,373.8143989468982
127,commercial,1032.5662300390914
127,residential,40408.52633043526
127,park,2579.635287883556
232,commercial,16124.058826065582
232,commercial,31969.556110940543
244,residential,4133.0854751204315
117,residential,21556.67533217601
232,park,929.7210481331799
232,forest,7876.275297291215
96,park,1677.4045646992959
96,park,2706.2488110871354
153,park,677.4693954694001
33,residential,6009.752738262993
68,commercial,73352.5349523088
68,residential,1516.7211340965202
146,forest,39241.63186498419
232,water,6964.19427061283
232,commercial,169.39682343506115
232,commercial,373.9692633693638
232,commercial,154.97526059811065
232,commercial,161.75121333527153
232,commercial,145.59430145134144
232,commercial,166.19947750015484
232,commercial,207.73810883607678
232,commercial,295.79909371839625
232,commercial,665.342568177304
232,commercial,224.8804012432368
232,commercial,168.078594308854
232,commercial,427.63973180593564
232,residential,121.10825053047512
232,residential,102.06479800911939
232,residential,129.54524944126302
232,residential,133.4920622595985
232,residential,170.13081146515455
232,residential,144.990832282107
232,residential,119.06834705064847
232,residential,135.01599034140358
232,residential,203.4053467117417
232,commercial,1738.9326680013974
232,commercial,302.9106218564189
232,commercial,170.5778516513217
232,commercial,255.7082293144498
232,commercial,273.44210742361565
232,commercial,520.3888288771827
232,commercial,234.22903297359147
232,commercial,219.8657350468248
232,commercial,188.87285078399978
232,commercial,240.93114992052097
232,park,5469.224773000379
232,commercial,264.6378122836423
232,residential,365.3284529624851
232,commercial,255.91859778862607
232,commercial,250.69421990699993
232,commercial,795.5599664370958
232,commercial,1315.8137630970266
232,residential,433.25444892729365
232,residential,314.0964743340725
232,commercial,349.480283719318
232,residential,521.7114089823036
232,residential,2405.511684154849
232,residential,1106.2627565995404
232,commercial,643.1708436591749
232,commercial,432.9089137281524
232,commercial,588.9896571162701
232,residential,733.2711386172365
232,residential,1196.4206249524627
232,residential,1271.5015884624645
232,residential,378.5836770777531
232,residential,304.4319078066219
232,residential,308.1144892453244
232,residential,2788.731713278492
232,residential,4915.459000005926
232,residential,1255.6061366730676
232,residential,1488.4807565578817
232,residential,1169.1701855112933
232,residential,1003.4677714162049
232,residential,1417.8007754022176
232,commercial,1869.3688015156667
232,commercial,964.4724604058727
232,residential,3428.3519251560065
233,residential,6051.287210678742
233,commercial,3122.8547552092623
233,commercial,1622.9127107421816
233,commercial,8490.81438787912
233,commercial,790.2650882924811
233,commercial,1646.0469125258628
232,commercial,914.0667628678152
232,commercial,2929.763017464452
232,commercial,632.8383065102644
232,commercial,582.3401782948945
232,residential,992.8988265508115
232,residential,2099.9821094260087
232,commercial,1664.0655141340576
232,commercial,91.3632616419319
232,commercial,299.82965930438286
232,commercial,195.35593793134427
232,residential,213.9692269863672
232,residential,633.2343309489627
232,residential,1206.2555720537218
232,residential,4610.671103681254
232,residential,693.5715062711614
232,residential,735.0554617803019
232,residential,967.188485007933
232,residential,986.3640326551641
232,commercial,428.077391484006
232,residential,1085.883313458075
232,commercial,335.7477466250253
232,commercial,386.05173031020934
232,residential,1957.8619421501448
232,residential,2009.8335663189491
232,commercial,3144.426137140791
232,residential,1035.6225910723185
232,residential,411.42131219210864
232,commercial,549.0268631020318
232,commercial,863.6435354877005
232,commercial,361.3970853950974
232,commercial,473.9619959576896
232,commercial,451.7635736660618
232,residential,422.4057676016966
232,commercial,471.9524530867548
232,commercial,741.3672240773197
232,commercial,897.7283107723864
232,commercial,1917.0986514132105
233,commercial,884.9917869035814
233,residential,950.0713490230739
233,residential,1991.7120104364776
233,residential,1887.0679276030714
233,residential,955.8403340774022
233,commercial,1037.649570506649
233,commercial,1094.3631990914582
233,commercial,1041.2474095213938
233,commercial,1374.1216292863094
233,commercial,1427.537211080385
233,commercial,1061.0301322381522
233,commercial,499.9535705459112
233,commercial,935.0556916751696
232,commercial,780.3158581020499
232,residential,1040.8513176886001
232,commercial,502.49136120975334
232,commercial,260.4214202096316
232,commercial,456.2744212460163
232,commercial,445.2084660303892
233,residential,1180.3940142375732
233,commercial,470.88513554461946
233,commercial,1141.3180503101362
233,commercial,1635.9963424721761
233,commercial,820.2710908487854
232,commercial,1286.0734825438371
232,residential,2160.9323818294006
233,commercial,964.09212079169
232,commercial,2356.835190188392
233,commercial,442.3582738677253
233,commercial,368.1103769470448
239,water,328154.0464064852
127,residential,133.6364440634739
127,residential,313.42494206920446
239,water,114932.84099728546
43,park,2323.8682638761866
40,park,11028.003908427396
178,residential,22882.747737047728
117,water,69999.98007127387
117,water,1646.3635629060589
201,residential,36560.67195074213
2,commercial,6952.922014677553
35,residential,54596.23318918959
35,residential,37225.05973587558
35,residential,365366.3614263186
35,residential,90389.9613859123
35,residential,24584.994020466933
35,forest,27537.355502497674
35,forest,9523.744348341655
35,residential,1088804.198044533
232,park,44927.29980808926
167,residential,55274.75363377677
146,water,210414.27015350372
146,water,26809.3812096757
121,industrial,1872.1816868629119
188,park,17611.00763386865
207,water,61971.03663612382
201,park,23945.344698437817
146,park,264.6783450787478
146,water,10.580059292076456
146,park,2081.9223094401787
11,commercial,285.15115795598314
61,park,665.8248596170413
226,water,20011.18479511811
127,park,2732.8102493803876
127,park,9270.616843483805
68,park,5952.673274858181
7,residential,3551.329427686256
233,park,20620.618115016
201,residential,33713.92558154439
226,residential,18079.905038538258
196,residential,248505.0711862106
147,residential,10658.632120384998
147,commercial,4003.2044763198865
195,residential,12344.778780862234
196,water,273415.80141127005
190,park,9327.716900941157
195,commercial,66426.7840208178
7,park,652.7084850453149
230,residential,7904.5932323609595
230,residential,121396.52867038362
27,industrial,163829.42423953948
27,industrial,35240.62411431615
27,industrial,48991.84116980546
5,industrial,205195.63482004582
2,industrial,598286.5872652038
134,residential,72307.93092128806
121,residential,76507.40343342033
119,residential,8575.881831597173
134,residential,29447.862875124574
134,residential,61707.834305232864
18,park,1142.161429200424
18,park,1888.6567118046373
19,park,6993.266490624403
141,industrial,21071.030027728048
243,residential,9374.138967209194
54,water,114.01785419733248
53,water,18919.47795677655
168,water,11873.565506962559
31,water,16035.592326786906
98,water,5211.755259432295
117,water,20902.93421237838
81,water,12731.727003458536
18,water,6893.825160571799
18,water,50115.31892553195
127,water,15899.29540755246
157,water,17248.159929205143
147,water,5404.510163374744
127,water,61395.40195248786
168,water,23509.75178537258
127,water,6986.154923463926
126,water,22595.990317962976
127,residential,12654.561579201598
207,park,141.55372090887616
30,park,1238.8057976036507
232,commercial,12393.38072452959
232,commercial,927.3636306437763
124,water,3817.947746322454
178,park,2354.6165956061873
91,park,1177.003487697617
126,commercial,2703.587139956342
146,commercial,1428.5751103772782
146,residential,244.39666320826856
11,residential,57.84807293280382
11,residential,39.268606975521834
18,park,1629.6433437885394
121,water,176606.66030992867
243,residential,626.839627258353
232,residential,69456.22136861017
146,water,2135.0555054934184
146,water,960.1226432513513
146,water,989.4474847530386
146,water,3622.113052946532
146,water,2328.0382698737008
38,park,1460.6944124811628
147,water,7166.297072962378
127,water,7847.507293668422
160,water,10054.233792295703
178,water,852.3502060450242
178,water,28478.769787140205
232,water,26677.78605441357
126,water,9013.257199444288
119,water,34943.46131349012
117,water,15472.131593576807
117,water,25919.689004973327
44,water,2810.3069280913737
18,water,97430.25740501989
97,water,6183.502856380935
168,water,504.2047719185543
157,water,5948.79507358623
232,water,5295.203318921631
168,water,4260.703560983775
19,water,293.62243602341385
128,water,677.7281153962947
61,water,2227.502862774025
157,water,8602.67626034199
98,water,474.0083471298628
98,water,2822.9511010426654
204,water,99567.22188590626
61,water,4855.811144070418
157,water,39183.78638975093
226,water,198754.0569482476
184,water,4411.742302357099
232,park,195584.5575127919
31,water,595.3251267720648
31,commercial,2269.3632891469924
117,water,39809.18423783875
18,residential,21159.48985049545
207,park,4466.073023351114
2,park,25123.232845879433
7,forest,2769.4479877170625
31,commercial,763.4498618742298
168,residential,542095.8331714838
18,commercial,2889.946079502479
18,industrial,30533.890683458056
201,residential,112532.18764203835
232,residential,539.4048733363032
201,park,1627.0454188830968
201,park,5545.386813917071
8,park,765.5874139034139
2,park,629.4495480412272
2,water,104.99071400495572
127,water,178324.8433522125
72,industrial,10639.343060147334
127,water,64764.91790257382
124,residential,3253.6888246262915
232,commercial,301.86066362164377
232,commercial,894.1541420588306
232,residential,24226.62399859818
232,commercial,1026.6050703066849
232,commercial,912.2716780254375
232,park,3736.995479758072
232,residential,24275.98024750524
232,commercial,2355.8637289874055
232,commercial,1192.7102266599165
232,residential,3113.174852796619
232,residential,703.8340886707144
232,commercial,1108.2602777755033
232,commercial,1491.1212101162125
232,residential,3008.676270984279
232,commercial,461.4249230041742
232,industrial,465.72949662460326
232,commercial,1316.4291910678946
232,commercial,1341.9676844512596
232,commercial,1040.391379581966
232,commercial,1053.2129333676978
232,commercial,1733.7061720753018
232,commercial,783.4844795319133
232,commercial,4783.107206005437
232,commercial,4766.081962466353
232,commercial,4940.700213108054
232,commercial,1225.4388918662498
232,commercial,7363.1751992069185
232,commercial,2552.3302047404004
232,residential,1475.819288564614
233,residential,913.3428455190058
233,residential,2253.0648379931476
233,commercial,1559.8353276251203
233,commercial,1416.2702710926235
233,commercial,1237.9146163367952
233,forest,14611.323990837169
232,water,811.9125498123685
232,residential,3155.6423581918116
232,forest,37451.45048585935
232,commercial,1196.4035226386636
232,commercial,2071.6856445378035
232,commercial,737.02166417681
232,commercial,642.896620817047
232,commercial,523.8044227374431
232,commercial,1612.1342428292116
232,commercial,502.73757346945126
232,commercial,1134.5786686312106
232,commercial,641.4921724010437
232,commercial,296.1969387785284
232,commercial,922.2933716910095
232,residential,37435.47717313372
233,residential,1350.02817889874
127,residential,11175.146459952633
146,park,1969.927632679305
131,residential,4222.481976571794
227,water,18177.16312817582
157,water,8259.714905206878
188,water,7138.301937087883
188,residential,43800.56315725887
188,residential,77576.65570769574
168,water,873.9428496169131
184,water,6265.6169985234765
184,water,40924.2536833576
168,forest,17285.092900889842
168,forest,8144.290888850582
168,forest,780.2700826446663
168,park,3139.8207785937852
168,park,3913.148775515838
168,park,806.2564136069514
233,commercial,22733.255024709353
233,park,2049.9079814181605
232,park,24937.321594185447
146,commercial,20133.27742981511
64,park,10645.13455010476
157,commercial,19064.53036517813
160,residential,28069.990330080185
61,park,500.4436113996385
2,park,390.06420179612996
196,residential,32110.61675622891
195,residential,50107.85155484056
125,residential,17857.287989994766
125,residential,18336.604209913356
125,residential,180380.63721717865
124,residential,8820.257535295987
125,residential,24986.324334742854
96,water,814.6720827941812
96,water,2463.0892023247166
96,water,566.7865196281706
236,residential,11749.664460991344
236,commercial,590.7144333568875
236,residential,16158.545053163118
204,water,77158.10188304502
168,park,4985.634482610612
168,park,1614.335981358289
207,industrial,281.3813481382216
2,residential,211.67376013406385
236,residential,59665.61957778273
236,residential,1118.4708841223737
236,residential,17289.453447212087
226,residential,29528.601134009343
117,park,1363.0487300035832
117,park,5571.463767222584
201,residential,30878.081212117937
201,water,58664.85805848614
201,residential,246252.37386481947
201,residential,90668.70000290548
201,residential,9693.452891755232
201,residential,3049.600430966985
201,residential,12867.76558026471
245,water,13489.056591206954
147,commercial,45956.84042383531
201,residential,92972.14933423982
201,residential,18518.663868799173
159,residential,13383.754883630581
201,residential,27066.566014039803
159,residential,24949.851807328778
201,residential,18452.17017481781
201,residential,12016.145384018739
201,residential,46494.08510158607
217,residential,52413.95759260325
201,residential,43966.17891054256
201,residential,46167.904054741266
201,residential,16110.108784262098
201,residential,4319.351403629349
201,residential,93077.46568924622
201,residential,35601.92454564293
201,residential,18038.525884477527
201,residential,52798.93149130693
125,residential,29029.073451619817
201,residential,88529.45316579772
201,residential,16982.37614612443
202,residential,21098.833147734862
201,residential,8326.160688001288
202,residential,71985.43520144648
202,residential,24618.250095785737
202,residential,22001.17096454816
202,residential,20455.24576506937
125,residential,98240.05638285444
125,residential,83705.21093333287
188,residential,97251.68596968369
188,water,85779.4786279034
125,water,77350.56892385635
125,residential,19657.158429385214
125,residential,38485.794216061004
125,residential,129687.11780694191
125,residential,34660.45693960975
125,residential,31252.570742434687
201,residential,16536.59346566259
201,water,10325.567201396572
125,residential,3280.369712068116
202,residential,5767.334310149799
125,residential,8460.456256493317
201,residential,5592.879202396075
124,park,364.1288261173688
124,park,2079.808105026796
124,park,5893.987541161463
232,commercial,52973.4994382817
232,commercial,19491.44772138906
32,commercial,102.45428695635498
62,park,568.3335437567738
61,park,1196.0837587822916
95,park,6657.5183705982745
95,park,3809.624694021379
233,commercial,36624.75609418421
226,residential,38571.25771752462
113,park,4958.17919957767
25,park,426.1716715193645
17,water,1837.2776082667365
97,park,5360.141280311072
227,commercial,1684.7465645407267
226,residential,17277.80309151859
226,commercial,1426.6769774626118
127,residential,2029.3608497814719
127,industrial,55537.183718956694
127,residential,22701.01465550832
127,residential,25388.666442472626
127,residential,20417.283420436448
232,park,30187.80708911217
232,residential,45454.48893678349
204,commercial,563965.281820569
204,water,53909.316785369774
232,commercial,38701.87999212756
232,water,21.340005784929307
232,forest,75.68122022133122
232,forest,69.82792738353477
232,forest,347.3365705478587
232,forest,834.7364562552873
232,forest,519.496446725754
232,forest,385.9253033773837
232,forest,95.12462608041957
226,commercial,282621.6642672186
232,forest,3734.0483296686443
232,forest,440.49487944433287
232,commercial,58371.60946500211
62,commercial,24868.38082059219
236,residential,18599.050639961613
232,forest,361.0732473943404
205,water,6067.222845481791
205,water,1491.0918677255274
226,park,1466.684275472484
226,park,2069.732763307651
226,park,5580.886564398687
226,park,1582.330444981792
226,forest,13648.186986163842
226,park,985.3275053028282
226,park,285.28543837268285
26,commercial,2407.3844334859664
205,park,1219.308036469738
205,residential,16101.410036228111
205,residential,78238.96920547882
205,residential,55146.91121556679
205,residential,60800.93226953376
205,residential,70998.39322599344
205,residential,33485.20602937551
232,residential,18781.561594434257
14,forest,1495968.6582802078
14,water,4607.263657389514
14,water,29006.52945544471
120,water,830.7555871132533
205,water,695.4480970850486
205,forest,906.8356122758997
227,park,919.0451611308451
120,forest,6596.479128779118
120,forest,44394.41114220916
205,forest,4552.147462725275
205,forest,4419.841405826347
205,forest,12009.662960518748
205,forest,16914.337959543467
120,forest,12650.634385504782
146,forest,49791.10215879429
146,forest,45408.961968813725
146,residential,29404.663425648552
30,park,46869.6601889167
146,water,125.73245947782232
146,residential,46621.09956493694
226,forest,27083.188933324527
226,forest,72432.3595388862
226,forest,56917.188592790546
95,commercial,45464.63778850802
30,park,1205.6742200591555
204,park,1682.138927528571
204,forest,595.9999096980257
226,park,1196.9300782936675
120,residential,211886.4626795912
120,forest,3468.9774264793477
120,park,5779.528645183005
120,park,4910.204433774031
157,forest,36522.71695908209
119,water,2434.073746517853
119,water,1527.8660690965037
119,water,3806.8817677648663
119,water,4098.864232259567
119,water,10772.661101348724
146,water,1916.8175426932726
146,water,2073.614096354445
146,water,108.52821575762289
146,water,1126.8655637336728
146,water,50.06206338918491
146,water,70.62275765361717
147,water,3173.196964231807
119,water,874.0547721764289
119,water,1974.2612007183163
147,water,11559.600586783414
125,forest,187.45600112839122
125,forest,182.1937149145381
125,forest,70.25126710928502
125,forest,50.42150165575159
125,forest,78.02728607527749
125,forest,84.45432005483941
188,forest,1599.5510319437108
125,forest,122.60765178105079
125,forest,117.5187588800803
125,forest,122.70605911099669
188,forest,297.5730687231994
188,forest,342.143226191853
188,forest,273.65392754885823
188,forest,374.1052175280413
188,forest,472.0909106264071
26,park,745.0863792916653
162,park,309.2631596452452
13,park,220.14853577567806
226,park,987.5005029562213
226,park,2975.3876437186923
226,park,1967.2677792770621
226,park,5987.716867114021
226,park,9115.883159317144
226,park,2228.0143525024187
226,park,2627.880489487682
226,park,2885.044679198107
226,residential,15398.508097506072
226,commercial,1871.7093342986968
30,park,12035.16675246377
30,residential,63.49539496564979
30,residential,177.7777142477713
30,residential,83.58409737788878
72,park,1691.5759723350889
226,park,37184.346643723446
226,water,28852.39591759737
226,residential,41559.87761480273
127,park,2455.74561462289
147,commercial,43241.826276778396
